id,source_file,line_number,braille,mathml,model_response,prompt_tokens,completion_tokens,response_time_seconds
1,ueb.brls,371,⠎⠰⠢⠭,<math><msub><mi>s</mi><mi>x</mi></msub></math>,<math><msub><mi>s</mi><mi>x</mi></msub></math>,24746,22,0.28
2,ueb.brls,1473,⠠⠭⠍⠁⠭⠀⠐⠶⠀⠼⠃⠚⠚⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mtext>Xmax</mtext><mo>=</mo><mn>200</mn><mtext>,</mtext></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mtext>Xmax</mtext><mo>=</mo><mn>200</mn><mtext>,</mtext></math>",24771,45,0.28
3,ueb.brls,1581,⠰⠭⠀⠐⠶⠀⠐⠤⠼⠁,<math><mrow><mi>x</mi><mo>=</mo><mn>−1</mn></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>=</mo><mo>−</mo><mn>1</mn></math>",24759,42,0.28
4,ueb.brls,1865,⠰⠰⠰⠩⠼⠁⠉⠑⠬⠐⠌⠩⠼⠑⠬⠀⠐⠶⠀⠷⠩⠼⠁⠉⠑⠬⠨⠌⠩⠼⠑⠬⠾⠀⠐⠶⠀⠩⠼⠁⠉⠑⠌⠑⠬⠰⠄,<math><mrow><msqrt><mn>135</mn></msqrt><mo>÷</mo><msqrt><mn>5</mn></msqrt><mo>=</mo><mfrac><msqrt><mn>135</mn></msqrt><msqrt><mn>5</mn></msqrt></mfrac><mo>=</mo><msqrt><mfrac><mn>135</mn><mn>5</mn></mfrac></msqrt></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><mn>148</mn></msqrt><mo>+</mo><msqrt><mn>41</mn></msqrt><mo>=</mo><msqrt><mrow><mn>148</mn><mo>+</mo><mn>41</mn></mrow></msqrt></math>",24864,83,0.28
5,ueb.brls,896,⠗⠐⠣⠭⠐⠜⠀⠐⠶⠀⠏⠐⠣⠭⠐⠜⠐⠤⠟⠐⠣⠭⠐⠜⠲,"<math><mrow><mi>r</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mo>=</mo><mi>p</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mo>−</mo><mi>q</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mtext>.</mtext></mrow></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi>r</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mo>=</mo><mi>p</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mo>−</mo><mi>q</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mtext>.</mtext></mrow></math>",24805,128,0.28
6,ueb.brls,1014,⠇⠕⠛⠀⠰⠭,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>log</mi><mo>⁡</mo><mrow><mi>x</mi></mrow></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>cos</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mi>x</mi></math>",24750,47,0.28
7,ueb.brls,111,⠰⠏,<math><mi>p</mi></math>,<math><mi>P</mi></math>,24740,11,0.28
8,ueb.brls,2010,⠰⠠⠓⠀⠐⠶⠀⠼⠑⠭,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle displaystyle=""true"" scriptlevel=""0""><mi>H</mi><mo>=</mo><mn>5</mn><mi>x</mi></mstyle></math>",<math><mrow><mi>H</mi><mo>=</mo><mn>5</mn><mi>x</mi></mrow></math>,24760,33,0.28
9,ueb.brls,209,⠈⠎⠼⠓⠲⠑⠙⠲,<math><mrow><mtext>$8.54</mtext><mo>.</mo></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mo>≈</mo><mn>8.5</mn><mi mathvariant=""normal"">%</mi></mrow></math>",24758,50,0.28
10,ueb.brls,1943,⠰⠃,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>b</mi></math>",<math><mi>b</mi></math>,24740,11,0.28
