id,source_file,line_number,braille,mathml,model_response,prompt_tokens,completion_tokens,response_time_seconds
1,nemeth.brls,370,⠁⠀⠨⠂⠀⠼⠂,<math><mrow><mi>a</mi><mo>&gt;</mo><mn>1</mn></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <msqrt>
    <mn>2</mn>
  </msqrt>
</math>",96,41,0.1
2,nemeth.brls,1472,⠷⠒⠭⠘⠒⠐⠬⠆⠭⠤⠂⠾⠬⠷⠲⠭⠘⠆⠐⠤⠆⠭⠬⠶⠾,<math><mrow><mo>(</mo><mn>3</mn><msup><mi>x</mi><mn>3</mn></msup><mo>+</mo><mn>2</mn><mi>x</mi><mo>−</mo><mn>1</mn><mo>)</mo><mo>+</mo><mo>(</mo><mn>4</mn><msup><mi>x</mi><mn>2</mn></msup><mo>−</mo><mn>2</mn><mi>x</mi><mo>+</mo><mn>7</mn><mo>)</mo></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mrow>
    <mo>(</mo>
    <mrow>
      <mi>x</mi>
      <mo>′</mo>
      <mo>′</mo>
      <mo>+</mo>
      <mn>2</mn>
      <mi>x</mi>
      <mo>−</mo>
      <mn>1</mn>
    </mrow>
    <mo>)</mo>
    <mo>+</mo>
    <mrow>
      <mo>(</mo>
      <mrow>
        <mn>3</mn>
        <mi>x</mi>
        <mo>′</mo>
        <mo>−</mo>
        <mn>2</mn>
        <mi>x</mi>
        <mo>+</mo>
        <mn>6</mn>
      </mrow>
      <mo>)</mo>
    </mrow>
  </mrow>
</math>",133,220,0.1
3,nemeth.brls,1310,⠠⠁⠀⠨⠅⠀⠠⠏⠷⠂⠬⠹⠗⠌⠝⠼⠾,"<math><mrow><mi>A</mi><mo>=</mo><mi>P</mi><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo><mn>1</mn><mo>+</mo><mfrac><mi>r</mi><mi>n</mi></mfrac><mo data-mjx-texclass=""CLOSE"">)</mo></mrow></mrow></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mrow>
    <mi>a</mi>
    <mo>=</mo>
    <mi>P</mi>
    <mo>(</mo>
    <mn>2</mn>
    <mo>,</mo>
    <mfrac>
      <mi>v</mi>
      <mi>g</mi>
    </mfrac>
    <mo>)</mo>
  </mrow>
</math>",117,107,0.1
4,nemeth.brls,1865,⠜⠂⠒⠢⠻⠨⠌⠜⠢⠻⠀⠨⠅⠀⠹⠜⠂⠒⠢⠻⠌⠜⠢⠻⠼⠀⠨⠅⠀⠜⠹⠂⠒⠢⠌⠢⠼⠻,<math><mrow><msqrt><mn>135</mn></msqrt><mo>÷</mo><msqrt><mn>5</mn></msqrt><mo>=</mo><mfrac><msqrt><mn>135</mn></msqrt><msqrt><mn>5</mn></msqrt></mfrac><mo>=</mo><msqrt><mfrac><mn>135</mn><mn>5</mn></mfrac></msqrt></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mrow>
    <mfrac>
      <mrow>
        <mo>(</mo>
        <mrow>
          <mi>z</mi>
          <mo>+</mo>
          <mi>i</mi>
          <mo>+</mo>
          <mi>j</mi>
        </mrow>
        <mo>)</mo>
      </mrow>
      <mrow>
        <mi>z</mi>
        <mo>+</mo>
        <mi>i</mi>
      </mrow>
    </mfrac>
    <mo>=</mo>
    <mrow>
      <mo>(</mo>
      <mrow>
        <mfrac>
          <mrow>
            <mi>z</mi>
            <mo>+</mo>
            <mi>i</mi>
          </mrow>
          <mi>i</mi>
        </mfrac>
        <mo>)</mo>
      </mrow>
      <mo>=</mo>
      <mi>z</mi>
      <mfrac>
        <mi>i</mi>
        <mi>i</mi>
      </mfrac>
    </mrow>
  </mrow>
</math>",154,274,0.1
5,nemeth.brls,895,⠳⠹⠭⠌⠆⠼⠤⠂⠳⠀⠨⠂⠱⠀⠼⠆,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">|</mo><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mi>x</mi><mn>2</mn></mfrac></mstyle><mo>−</mo><mn>1</mn><mo data-mjx-texclass=""CLOSE"">|</mo></mrow><mo>≥</mo><mn>2</mn></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mrow>
    <msqrt>
      <mfrac>
        <mi>x</mi>
        <mn>2</mn>
      </mfrac>
    </msqrt>
    <mo>&#x2212;</mo>
    <mn>2</mn>
  </mrow>
</math>",115,89,0.1
6,nemeth.brls,1012,⠠⠁⠠⠛⠠⠙⠠⠑,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi><mi>G</mi><mi>D</mi><mi>E</mi></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mi>a</mi>
  <mi>c</mi>
  <mi>s</mi>
  <mi>i</mi>
</math>",101,51,0.1
7,nemeth.brls,111,⠰⠏,<math><mi>p</mi></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>p</mi></math>",89,27,0.1
8,nemeth.brls,1844,⠠⠏⠄⠂⠤⠠⠏⠄⠆,<math><mrow><msub><msup><mi>P</mi><mo>′</mo></msup><mn>1</mn></msub><mo>−</mo><msub><msup><mi>P</mi><mo>′</mo></msup><mn>2</mn></msub></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <msub>
    <mi>P</mi>
    <mn>2</mn>
  </msub>
  <mo>−</mo>
  <msub>
    <mi>P</mi>
    <mn>1</mn>
  </msub>
</math>",103,81,0.1
9,nemeth.brls,209,⠈⠎⠦⠨⠢⠲⠸⠲,<math><mrow><mtext>$8.54</mtext><mo>.</mo></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mrow>
    <mi>f</mi>
    <mo>(</mo>
    <mfrac>
      <mi>dx</mi>
      <mi>dt</mi>
    </mfrac>
    <mo>)</mo>
  </mrow>
</math>",101,80,0.1
10,nemeth.brls,1943,⠰⠃,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>b</mi></math>",<math><mi>b</mi></math>,89,11,0.1
