id,source_file,line_number,braille,mathml,model_response,prompt_tokens,completion_tokens,response_time_seconds
1,nemeth.brls,370,⠁⠀⠨⠂⠀⠼⠂,<math><mrow><mi>a</mi><mo>&gt;</mo><mn>1</mn></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mi>a</mi>
  <mo>=</mo>
  <mn>1</mn>
</math>",96,49,0.14
2,nemeth.brls,1472,⠷⠒⠭⠘⠒⠐⠬⠆⠭⠤⠂⠾⠬⠷⠲⠭⠘⠆⠐⠤⠆⠭⠬⠶⠾,<math><mrow><mo>(</mo><mn>3</mn><msup><mi>x</mi><mn>3</mn></msup><mo>+</mo><mn>2</mn><mi>x</mi><mo>−</mo><mn>1</mn><mo>)</mo><mo>+</mo><mo>(</mo><mn>4</mn><msup><mi>x</mi><mn>2</mn></msup><mo>−</mo><mn>2</mn><mi>x</mi><mo>+</mo><mn>7</mn><mo>)</mo></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mrow>
    <mn>3</mn>
    <msup>
      <mi>x</mi>
      <mn>3</mn>
    </msup>
    <mo>+</mo>
    <mn>2</mn>
    <mi>x</mi>
    <mo>−</mo>
    <mn>1</mn>
  </mrow>
  <mo>+</mo>
  <mrow>
    <mn>4</mn>
    <msup>
      <mi>x</mi>
      <mn>2</mn>
    </msup>
    <mo>−</mo>
    <mn>2</mn>
    <mi>x</mi>
    <mo>+</mo>
    <mn>6</mn>
  </mrow>
</math>",133,192,0.14
3,nemeth.brls,1310,⠠⠁⠀⠨⠅⠀⠠⠏⠷⠂⠬⠹⠗⠌⠝⠼⠾,"<math><mrow><mi>A</mi><mo>=</mo><mi>P</mi><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo><mn>1</mn><mo>+</mo><mfrac><mi>r</mi><mi>n</mi></mfrac><mo data-mjx-texclass=""CLOSE"">)</mo></mrow></mrow></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mi>a</mi>
  <mo>=</mo>
  <mi>P</mi>
  <mfenced>
    <mrow>
      <mn>1</mn>
      <mo>,</mo>
      <mfrac>
        <mi>r</mi>
        <mi>n</mi>
      </mfrac>
    </mrow>
  </mfenced>
</math>",117,102,0.14
4,nemeth.brls,1865,⠜⠂⠒⠢⠻⠨⠌⠜⠢⠻⠀⠨⠅⠀⠹⠜⠂⠒⠢⠻⠌⠜⠢⠻⠼⠀⠨⠅⠀⠜⠹⠂⠒⠢⠌⠢⠼⠻,<math><mrow><msqrt><mn>135</mn></msqrt><mo>÷</mo><msqrt><mn>5</mn></msqrt><mo>=</mo><mfrac><msqrt><mn>135</mn></msqrt><msqrt><mn>5</mn></msqrt></mfrac><mo>=</mo><msqrt><mfrac><mn>135</mn><mn>5</mn></mfrac></msqrt></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mrow>
    <mroot>
      <mn>133</mn>
      <mn>4</mn>
    </mroot>
    <mo>/</mo>
    <mroot>
      <mn>4</mn>
      <mn>4</mn>
    </mroot>
    <mo>=</mo>
    <mfrac>
      <mroot>
        <mn>133</mn>
        <mn>4</mn>
      </mroot>
      <mroot>
        <mn>4</mn>
        <mn>4</mn>
      </mroot>
    </mfrac>
    <mo>=</mo>
    <mroot>
      <mfrac>
        <mn>133</mn>
        <mn>4</mn>
      </mfrac>
      <mn>4</mn>
    </mroot>
  </mrow>
</math>",154,218,0.14
5,nemeth.brls,895,⠳⠹⠭⠌⠆⠼⠤⠂⠳⠀⠨⠂⠱⠀⠼⠆,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">|</mo><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mi>x</mi><mn>2</mn></mfrac></mstyle><mo>−</mo><mn>1</mn><mo data-mjx-texclass=""CLOSE"">|</mo></mrow><mo>≥</mo><mn>2</mn></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mrow>
    <msub>
      <mo>∫</mo>
      <mrow>
        <mfrac>
          <mi>x</mi>
          <mn>2</mn>
        </mfrac>
      </mrow>
    </msub>
    <mrow>
      <mo>−</mo>
      <mn>1</mn>
    </mrow>
    <mo>⁢</mo>
    <mrow>
      <msub>
        <mo>∫</mo>
        <mn>2</mn>
      </msub>
    </mrow>
  </mrow>
</math>",115,161,0.14
6,nemeth.brls,1012,⠠⠁⠠⠛⠠⠙⠠⠑,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi><mi>G</mi><mi>D</mi><mi>E</mi></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mi>agde</mi>
</math>",101,32,0.14
7,nemeth.brls,111,⠰⠏,<math><mi>p</mi></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mi>p</mi>
</math>",89,30,0.14
8,nemeth.brls,1844,⠠⠏⠄⠂⠤⠠⠏⠄⠆,<math><mrow><msub><msup><mi>P</mi><mo>′</mo></msup><mn>1</mn></msub><mo>−</mo><msub><msup><mi>P</mi><mo>′</mo></msup><mn>2</mn></msub></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mi>P</mi>
  <mo>=</mo>
  <mo>-</mo>
  <mi>P</mi>
</math>",103,51,0.14
9,nemeth.brls,209,⠈⠎⠦⠨⠢⠲⠸⠲,<math><mrow><mtext>$8.54</mtext><mo>.</mo></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mstyle mathvariant=""bold"">
    <mi>S</mi>
  </mstyle>
  <mo>=</mo>
  <mn>3.0</mn>
</math>",101,61,0.14
10,nemeth.brls,1943,⠰⠃,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>b</mi></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
  <mi>b</mi>
</math>",89,34,0.14
